Unique ID	Card Identifiers	Set Identifiers	Name	Pitch	Cost	Power	Defense	Health	Intelligence	Rarity	Types	Card Keywords	Abilities and Effects	Ability and Effect Keywords	Granted Keywords	Functional Text	Flavor Text	Type Text	Artists	Card Played Horizontally	Blitz Legal	CC Legal	Commoner Legal	Blitz Living Legend	CC Living Legend	Blitz Banned	CC Banned	Commoner Banned	Blitz Suspended Start	Blitz Suspended End	CC Suspended Start	CC Suspended End	Commoner Suspended Start	Commoner Suspended End	Variations	Image URLs			
DfT7wKDRQFr9QhLp8TLhg	LGS078, OLD020, ELE028	LGS, OLD, ELE	Strength of Sequoia	1	2		3			P, C, C	Elemental, Guardian, Action, Aura	Earth Fusion, Go again				"**Earth Fusion** *(As an additional cost to play Strength of Sequoia, you may reveal an Earth card from your hand.)*

**Go again**

When Strength of Sequoia enters the arena, if it was **fused**, create a Seismic Surge token.

At the beginning of your action phase, destroy Strength of Sequoia then the next attack action card you play this turn gains +3{p}."		Elemental Guardian Action – Aura	Mateusz Wisniewski																R – LGS078 – N – EA, S – OLD020 – N, S R – ELE028 – F, S R – ELE028 – U	https://storage.googleapis.com/fabmaster/media/images/LGS078.width-450.png – LGS078 – N – EA, https://storage.googleapis.com/fabmaster/media/images/OLD020.width-450.png – OLD020 – N, https://storage.googleapis.com/fabmaster/media/images/ELE028.width-450.png – ELE028 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE028.width-450.png – ELE028 – U			
kJjcMJn7PGw7NpFRFc8h8	ELE029	ELE	Strength of Sequoia	2	2		3			C	Elemental, Guardian, Action, Aura	Earth Fusion, Go again				"**Earth Fusion** *(As an additional cost to play Strength of Sequoia, you may reveal an Earth card from your hand.)*

**Go again**

When Strength of Sequoia enters the arena, if it was **fused**, create a Seismic Surge token.

At the beginning of your action phase, destroy Strength of Sequoia then the next attack action card you play this turn gains +2{p}."		Elemental Guardian Action – Aura	Mateusz Wisniewski																S R – ELE029 – F, S R – ELE029 – U	https://storage.googleapis.com/fabmaster/media/images/ELE029.width-450.png – ELE029 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE029.width-450.png – ELE029 – U			
K7TPttffLdqGWHMJdC67R	OLD023, ELE030	OLD, ELE	Strength of Sequoia	3	2		3			C, C	Elemental, Guardian, Action, Aura	Earth Fusion, Go again				"**Earth Fusion** *(As an additional cost to play Strength of Sequoia, you may reveal an Earth card from your hand.)*

**Go again**

When Strength of Sequoia enters the arena, if it was **fused**, create a Seismic Surge token.

At the beginning of your action phase, destroy Strength of Sequoia then the next attack action card you play this turn gains +1{p}."		Elemental Guardian Action – Aura	Mateusz Wisniewski																S – OLD023 – N, S R – ELE030 – F, S R – ELE030 – U	https://storage.googleapis.com/fabmaster/media/images/OLD023.width-450.png – OLD023 – N, https://storage.googleapis.com/fabmaster/media/images/ELE030.width-450.png – ELE030 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE030.width-450.png – ELE030 – U			
FNWr9BkKzwDFfQnHPpGbL	HER043, HER049, WIN014, ELE031	HER, HER, WIN, ELE	Lexi, Livewire					40	4	P, P, P, T	Elemental, Ranger, Hero	Essence of Ice and Lightning	Once per Turn Action	Go again	Go again	"**Essence of Ice and Lightning** *(You may have Ice and Lightning cards in your deck.)*

**Once per Turn Action** - Turn a face down card in your arsenal face up: If it's a Lightning card, your next attack this turn gains **go again.** If it's an Ice card, create a Frostbite token under target hero's control. **Go again**"		Elemental Ranger Hero	Federico Musetti		No		No												C – HER043 – N, R – HER049 – N, G – WIN014 – N, S – ELE031 – F, S – ELE031 – U	https://storage.googleapis.com/fabmaster/media/images/HER043.width-450.png – HER043 – N, https://storage.googleapis.com/fabmaster/media/images/HER049.width-450.png – HER049 – N, https://storage.googleapis.com/fabmaster/media/images/ELE031.width-450.png – ELE031 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE031.width-450.png – ELE031 – U			
Jzb7Nt7m6qQTcht7rHFdT	HER046, LXI001, ELE032	HER, LXI, ELE	Lexi					20	4	P, R, T	Elemental, Ranger, Hero, Young	Essence of Ice and Lightning	Once per Turn Action	Go again	Go again	"**Essence of Ice and Lightning** *(You may have Ice and Lightning cards in your deck.)*

**Once per Turn Action** - Turn a face down card in your arsenal face up: If it's a Lightning card, your next attack this turn gains **go again.** If it's an Ice card, create a Frostbite token under target hero's control. **Go again**"		Elemental Ranger Hero – Young	Federico Musetti																C – HER046 – N, R – LXI001 – N, S – ELE032 – F, S – ELE032 – U	https://storage.googleapis.com/fabmaster/media/images/HER046.width-450.png – HER046 – N, https://storage.googleapis.com/fabmaster/media/images/LXI001.width-450.png – LXI001 – N, https://storage.googleapis.com/fabmaster/media/images/ELE032.width-450.png – ELE032 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE032.width-450.png – ELE032 – U			
cFCJ8hpQQkChnK7ptdQ9J	LGS067, LXI002, ELE033	LGS, LXI, ELE	Shiver							P, C, T	Elemental, Ranger, Weapon, Bow, 2H		Once per Turn Instant		Dominate	"**Once per Turn Instant** - {r}: You may put an arrow card from your hand face up into an empty arsenal zone you control. If you do, choose 1;

- It gains +1{p} until end of turn.

- It gains **dominate** until end of turn. *(The defending hero can't defend the attack with more than 1 card from their hand.)*"		Elemental Ranger Weapon – Bow (2H)	Elina Akhiamova																C – LGS067 – N, S – LXI002 – N, S – ELE033 – F, S – ELE033 – U	https://storage.googleapis.com/fabmaster/media/images/LGS067.width-450.png – LGS067 – N, https://storage.googleapis.com/fabmaster/media/images/LXI002.width-450.png – LXI002 – N, https://storage.googleapis.com/fabmaster/media/images/ELE033.width-450.png – ELE033 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE033.width-450.png – ELE033 – U			
jL8HDLc7zpLW8NFtdz6qK	FAB075, ELE034	FAB, ELE	Voltaire, Strike Twice							P, M	Elemental, Ranger, Weapon, Bow, 2H		Twice per Turn Instant		Go again	"**Twice per Turn Instant** - {r}: You may put an arrow card from your hand face up into an empty arsenal zone you control. If you do, choose 1;

- It gains +1{p} until end of turn.
- It gains **go again** until end of turn."		Elemental Ranger Weapon – Bow (2H)	Alexander Mokhov				No												P – FAB075 – N, S C – ELE034 – F, S R – ELE034 – U	https://storage.googleapis.com/fabmaster/media/images/FAB075.width-450.png – FAB075 – N, https://storage.googleapis.com/fabmaster/media/images/ELE034.width-450.png – ELE034 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE034.width-450.png – ELE034 – U			
Cw9j8nMDJwcWgcQKmcHqK	ELE035	ELE	Frost Lock	3	1	3	3			M	Elemental, Ranger, Action, Arrow, Attack	Ice Fusion				"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Frost Lock, you may reveal an Ice card from your hand.)*

Cards and activated abilities cost opposing heros an additional {r} this turn.

If Frost Lock was **fused**, it gains +1{p} and ""If this hits a hero, until the end of their next turn they can't pitch or play cards with base cost 0."""		Elemental Ranger Action – Arrow Attack	Carlos Cruchaga				No												S R – ELE035 – F, S R – ELE035 – U	https://storage.googleapis.com/fabmaster/media/images/ELE035.width-450.png – ELE035 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE035.width-450.png – ELE035 – U			
FPNmGF6dRWC6gR8hpmBtF	ELE036	ELE	Light It Up	2	1	4	3			M	Elemental, Ranger, Action, Arrow, Attack	Lexi Specialization, Lightning Fusion				"**Lexi Specialization** *(You may only have Light it Up in your deck if your hero is Lexi.)*

**Lightning Fusion** *(As an additional cost to play Light it Up, you may reveal a Lightning card from your hand.)*

If Light it Up was **fused**, it gains ""If this hits a hero, deal 1 damage to them for each equipment they control.""

If Light it Up deals damage to a hero equal to or greater than the number of equipment they control, equipment they control lose and can't gain activated abilities until the end of their next turn."		Elemental Ranger Action – Arrow Attack	Alexander Mokhov				No												S R – ELE036 – F, S R – ELE036 – U	https://storage.googleapis.com/fabmaster/media/images/ELE036.width-450.png – ELE036 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE036.width-450.png – ELE036 – U			
LLrFKJnBRqqLnT9g8bQ7t	ELE037	ELE	Ice Storm	1	0		2			M	Elemental, Ranger, Action	Ice and Lightning Fusion, Go again				"**Ice and Lightning Fusion** *(As an additional cost to play Ice Storm, you may reveal an Ice and a Lightning card from your hand.)*

Your next arrow attack this turn gains +3{p}.

If Ice Storm was **fused**, your next arrow attack this turn gains ""If this hits a hero, deal 1 damage to them"" and ""Whenever this attack deals damage to a hero, create that many Frostbite tokens under their control.""

**Go again**"		Elemental Ranger Action	Narendra B Adi				No												S R – ELE037 – F, S R – ELE037 – U	https://storage.googleapis.com/fabmaster/media/images/ELE037.width-450.png – ELE037 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE037.width-450.png – ELE037 – U			
HD8qK87h7FmLqmWgjQLCn	ELE038	ELE	Cold Wave	1	1	5	3			R	Elemental, Ranger, Action, Arrow, Attack	Ice Fusion				"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Cold Wave, you may reveal an Ice card from your hand.)*

If Cold Wave was **fused**, cards and activated abilities cost opposing heroes an additional {r} this turn."		Elemental Ranger Action – Arrow Attack	Daria Khlebnikova				No												S R – ELE038 – F, S R – ELE038 – U	https://storage.googleapis.com/fabmaster/media/images/ELE038.width-450.png – ELE038 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE038.width-450.png – ELE038 – U			
jDkCRFLWFd9qfH7QHjdDB	ELE039	ELE	Cold Wave	2	1	4	3			R	Elemental, Ranger, Action, Arrow, Attack	Ice Fusion				"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Cold Wave, you may reveal an Ice card from your hand.)*

If Cold Wave was **fused**, cards and activated abilities cost opposing heroes an additional {r} this turn."		Elemental Ranger Action – Arrow Attack	Daria Khlebnikova				No												S R – ELE039 – F, S R – ELE039 – U	https://storage.googleapis.com/fabmaster/media/images/ELE039.width-450.png – ELE039 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE039.width-450.png – ELE039 – U			
kKJ8kmrQtqbjhzfhRQDhB	ELE040	ELE	Cold Wave	3	1	3	3			R	Elemental, Ranger, Action, Arrow, Attack	Ice Fusion				"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Cold Wave, you may reveal an Ice card from your hand.)*

If Cold Wave was **fused**, cards and activated abilities cost opposing heroes an additional {r} this turn."		Elemental Ranger Action – Arrow Attack	Daria Khlebnikova				No												S R – ELE040 – F, S R – ELE040 – U	https://storage.googleapis.com/fabmaster/media/images/ELE040.width-450.png – ELE040 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE040.width-450.png – ELE040 – U			
QJTtzJQjfFBgC9GfMCfgt	LXI010, ELE041	LXI, ELE	Snap Shot	1	0	4	3			R, R	Elemental, Ranger, Action, Arrow, Attack	Lightning Fusion				"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Lightning Fusion** *(As an additional cost to play Snap Shot, you may reveal a Lightning card from your hand.)*

If Snap Shot was **fused**, you may activate abilities of bows you control an additional time this turn and as though they were an instant."		Elemental Ranger Action – Arrow Attack	Federico Musetti				No												S – LXI010 – N, S R – ELE041 – F, S R – ELE041 – U	https://storage.googleapis.com/fabmaster/media/images/LXI010.width-450.png – LXI010 – N, https://storage.googleapis.com/fabmaster/media/images/ELE041.width-450.png – ELE041 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE041.width-450.png – ELE041 – U			
wcKPj6WrnQ7g7drtnmGQk	ELE042	ELE	Snap Shot	2	0	3	3			R	Elemental, Ranger, Action, Arrow, Attack	Lightning Fusion				"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Lightning Fusion** *(As an additional cost to play Snap Shot, you may reveal a Lightning card from your hand.)*

If Snap Shot was **fused**, you may activate abilities of bows you control an additional time this turn and as though they were an instant."		Elemental Ranger Action – Arrow Attack	Federico Musetti				No												S R – ELE042 – F, S R – ELE042 – U	https://storage.googleapis.com/fabmaster/media/images/ELE042.width-450.png – ELE042 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE042.width-450.png – ELE042 – U			
qzth8TFHQp7GtRcwFFmB9	ELE043	ELE	Snap Shot	3	0	2	3			R	Elemental, Ranger, Action, Arrow, Attack	Lightning Fusion				"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Lightning Fusion** *(As an additional cost to play Snap Shot, you may reveal a Lightning card from your hand.)*

If Snap Shot was **fused**, you may activate abilities of bows you control an additional time this turn and as though they were an instant."		Elemental Ranger Action – Arrow Attack	Federico Musetti				No												S R – ELE043 – F, S R – ELE043 – U	https://storage.googleapis.com/fabmaster/media/images/ELE043.width-450.png – ELE043 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE043.width-450.png – ELE043 – U			
nKPJLHWRzT68HjdBgkjNt	LXI022, ELE044	LXI, ELE	Blizzard Bolt	1	1	5	3			C, C	Elemental, Ranger, Action, Arrow, Attack	Ice Fusion				"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Blizzard Bolt, you may reveal an Ice card from your hand.)*

If Blizzard Bolt was **fused**, whenever an attack deals damage to a hero this turn, create a Frostbite token under their control."		Elemental Ranger Action – Arrow Attack	Narendra B Adi																S – LXI022 – N, S R – ELE044 – F, S R – ELE044 – U	https://storage.googleapis.com/fabmaster/media/images/LXI022.width-450.png – LXI022 – N, https://storage.googleapis.com/fabmaster/media/images/ELE044.width-450.png – ELE044 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE044.width-450.png – ELE044 – U			
Qf6K9TJmLdw8Mn778fCtK	ELE045	ELE	Blizzard Bolt	2	1	4	3			C	Elemental, Ranger, Action, Arrow, Attack	Ice Fusion				"*(Arrows can only be played from arsenal and only if you control a bow.)*

**Ice Fusion** *(As an additional cost to play Blizzard Bolt, you may reveal an Ice card from your hand.)*

If Blizzard Bolt was **fused**, whenever an attack deals damage to a hero this turn, create a Frostbite token under their control."		Elemental Ranger Action – Arrow Attack	Narendra B Adi																S R – ELE045 – F, S R – ELE045 – U	https://storage.googleapis.com/fabmaster/media/images/ELE045.width-450.png – ELE045 - F, https://storage.googleapis.com/fabmaster/media/images/U-ELE045.width-450.png – ELE045 – U			
